ID_estudiante;género;edad;horas_estudio_día;horas_sueño;horas_uso_smartphone;horas_redes_sociales;horas_youtube;horas_videojuego;horas_descanso_día;g_ingesta_café;horas_ejercicio;tareas_completadas;porcentaje_asistencia;nivel_stress;puntuación_enfoque;calificación_final;puntuación_productividad
7764;otro;26;7,91;9,75;1,12;1,84;0,21;3,80;12;0,35;1,10;18;75,71;5;56;85,20;77,38
7765;femenino;20;5,65;6,49;6,33;5,32;3,56;5,26;6;0,10;0,62;4;69,52;3;93;83,60;63,53
7766;femenino;19;2,31;3,43;1,05;1,25;5,62;1,04;12;0,13;1,48;2;78,25;3;85;97,91;48,23
7767;femenino;23;0,65;6,91;2,81;7,80;3,04;3,16;7;0,37;0,30;14;53,93;1;88;81,50;46,80
7768;femenino;24;3,90;6,60;5,00;4,39;3,25;5,97;12;0,05;0,70;5;85,06;4;95;85,49;60,51
7769;otro;18;3,90;4,68;7,44;1,20;1,62;2,74;5;0,05;1,95;15;41,48;9;89;46,08;36,99
7770;femenino;26;7,48;4,46;9,50;0,53;3,94;0,92;3;0,30;1,63;19;66,52;9;65;54,86;44,80
7771;masculino;23;9,23;4,90;3,83;5,03;3,05;5,47;3;0,43;0,80;4;65,66;10;52;88,22;57,29
7772;femenino;24;4,03;3,91;5,92;5,16;4,29;5,35;14;0,40;0,15;16;95,88;2;97;90,95;56,89
7773;masculino;22;7,04;6,72;11,47;7,83;0,72;0,21;14;0,05;1,68;1;76,89;10;47;86,76;40,58
7774;masculino;22;6,53;9,15;4,99;3,97;1,38;2,35;2;0,21;0,07;18;92,51;10;86;59,73;70,58
7775;masculino;26;4,51;9,46;8,66;2,71;4,95;5,78;13;0,29;0,47;6;78,80;5;99;52,76;64,14
7776;femenino;17;1,13;9,67;3,62;5,68;5,80;2,82;14;0,42;0,72;1;64,39;9;88;98,53;48,07
7777;masculino;20;5,00;7,20;7,67;6,42;4,91;3,68;5;0,05;1,62;2;94,72;8;55;81,61;46,86
7778;femenino;17;3,86;7,35;9,75;5,49;2,68;1,37;7;0,18;1,55;17;95,75;7;99;42,66;54,46
7779;femenino;20;5,73;5,17;11,01;5,95;0,43;4,19;4;0,00;1,05;10;98,58;3;81;93,58;53,56
7780;masculino;18;1,69;9,20;11,28;5,54;5,25;3,39;11;0,15;1,83;7;61,13;5;65;52,55;33,16
7781;femenino;27;7,38;6,42;3,97;1,39;4,85;3,44;3;0,05;1,70;18;45,43;10;31;57,09;43,11
7782;femenino;29;7,98;4,96;2,81;6,48;5,76;3,58;14;0,10;0,28;6;46,69;2;44;73,17;56,68
7783;femenino;21;4,19;9,76;9,86;5,01;2,46;0,07;13;0,47;1,33;18;65,76;2;31;89,13;40,74
7784;masculino;26;2,17;7,94;7,74;3,13;4,14;0,41;7;0,03;1,32;14;48,28;1;86;71,38;46,60
7785;masculino;25;6,42;6,25;5,27;5,30;0,95;5,07;6;0,21;1,57;11;95,45;4;93;70,22;71,04
7786;femenino;27;9,58;3,48;0,92;6,77;5,50;3,70;8;0,38;1,45;12;55,49;10;35;77,75;52,53
7787;masculino;28;7,15;3,98;4,04;6,90;4,20;4,81;9;0,23;0,25;6;83,58;8;76;53,70;58,32
7788;masculino;26;1,67;4,38;1,78;2,67;4,33;3,65;5;0,04;1,78;3;71,55;8;47;64,85;28,07
7789;masculino;19;4,27;9,32;6,16;0,94;4,04;0,69;12;0,03;1,75;6;94,82;7;70;59,33;57,82
7790;femenino;24;9,20;9,80;10,02;1,79;4,32;3,66;12;0,23;0,17;19;74,05;5;84;53,21;77,47
7791;masculino;19;6,53;4,87;4,09;4,86;0,91;1,28;12;0,34;0,48;6;99,11;3;43;85,94;55,19
7792;femenino;22;1,90;6,49;4,61;4,13;4,06;3,73;9;0,27;0,15;18;44,88;1;58;97,34;36,97
7793;otro;20;7,38;8,54;9,51;3,95;2,36;3,90;10;0,25;1,48;4;79,93;10;69;96,41;57,75
7794;femenino;24;3,86;5,69;5,74;2,43;2,01;3,15;14;0,39;1,33;17;76,89;6;39;48,16;35,08
7795;masculino;27;5,15;6,45;8,18;0,61;1,56;0,19;1;0,44;1,43;2;80,58;4;33;41,57;39,56
7796;masculino;22;4,44;9,21;2,67;2,41;5,19;0,65;12;0,15;1,52;0;59,03;5;82;58,97;64,16
7797;masculino;24;7,39;4,45;3,39;5,54;4,43;3,36;3;0,10;0,03;13;45,31;2;37;84,29;49,33
7798;masculino;17;2,57;9,96;7,80;4,98;1,78;0,97;5;0,46;0,13;8;52,86;8;71;51,57;42,01
7799;masculino;22;4,19;6,19;1,79;2,21;0,66;0,63;14;0,31;1,98;13;91,67;10;30;44,06;39,41
7800;masculino;17;7,57;4,81;2,52;6,18;2,55;0,81;12;0,03;0,68;4;89,73;7;66;81,17;63,67
7801;femenino;17;7,20;9,25;4,15;7,67;3,70;4,61;6;0,47;1,58;3;53,42;6;31;76,63;55,28
7802;femenino;24;2,42;3,54;2,58;2,02;0,06;2,73;11;0,31;1,20;3;41,71;5;72;97,51;34,25
7803;femenino;23;3,83;7,50;11,72;6,29;3,13;1,26;1;0,40;0,22;7;79,81;7;44;69,68;31,16
7804;masculino;19;0,64;3,43;3,45;6,29;0,62;2,86;1;0,01;0,33;13;53,18;1;95;80,71;38,48
7805;femenino;22;5,54;9,62;11,48;4,28;4,91;4,60;11;0,42;0,12;17;69,59;9;50;75,87;42,78
7806;masculino;25;3,17;7,48;10,23;0,08;4,03;5,75;4;0,13;0,73;3;66,34;8;94;41,90;43,60
7807;femenino;23;0,61;5,79;4,33;2,35;2,28;5,12;14;0,26;0,73;19;79,86;7;55;90,41;28,18
7808;masculino;28;4,53;5,97;6,81;0,31;1,34;1,76;1;0,27;0,47;3;61,11;1;62;88,75;47,28
7809;femenino;19;9,31;4,16;4,39;3,27;2,30;2,19;9;0,21;1,77;10;66,22;3;46;49,76;60,44
7810;femenino;29;9,27;5,52;8,59;4,55;5,37;4,34;3;0,18;1,98;0;89,76;5;59;70,17;63,00
7811;masculino;22;4,03;9,33;4,66;3,50;0,41;4,49;10;0,07;0,63;3;58,84;4;99;71,88;66,04
7812;femenino;27;4,77;8,64;5,86;5,55;5,51;0,43;2;0,38;0,20;9;51,21;1;91;85,36;64,84
7813;femenino;20;2,81;7,63;8,77;1,88;0,45;1,14;13;0,25;1,22;11;63,00;7;61;84,65;34,67
7814;femenino;29;1,15;9,77;5,29;0,62;0,22;0,81;12;0,03;1,28;11;55,79;9;70;55,84;38,50
7815;femenino;19;7,09;7,01;8,43;1,35;1,20;4,63;14;0,46;0,68;7;94,25;1;71;69,05;66,79
7816;femenino;25;8,10;4,23;4,76;2,14;0,88;3,57;9;0,30;0,68;0;40,65;8;73;55,01;54,01
7817;femenino;26;8,86;8,00;5,09;1,95;5,59;4,79;9;0,45;1,10;13;89,47;5;64;78,91;75,15
7818;femenino;18;9,39;7,14;4,20;4,11;1,47;5,37;11;0,20;0,35;7;54,58;2;70;63,18;76,09
7819;femenino;17;9,20;6,06;11,88;7,18;4,95;4,67;9;0,49;1,30;14;56,34;5;67;93,61;56,00
7820;femenino;18;0,76;4,03;6,31;2,85;1,92;0,36;13;0,31;1,07;19;46,48;10;30;41,26;4,14
7821;otro;23;9,79;7,74;3,05;0,68;0,89;3,43;3;0,15;0,00;8;71,29;7;72;61,54;79,26
7822;masculino;26;4,11;6,11;7,02;6,56;2,53;2,31;10;0,48;0,12;13;42,74;10;39;84,94;25,37
7823;masculino;17;8,92;7,05;5,89;0,13;0,59;1,81;4;0,06;0,70;5;66,21;7;78;46,41;70,16
7824;femenino;22;4,69;5,21;9,46;4,12;3,62;3,64;5;0,39;0,88;13;83,98;8;89;78,04;46,52
7825;otro;23;4,51;4,09;11,26;6,47;0,96;1,76;1;0,30;1,32;6;83,06;7;63;52,25;32,32
7826;masculino;25;0,61;5,52;1,77;4,53;3,36;2,73;12;0,29;0,22;17;47,93;2;53;93,48;31,18
7827;masculino;24;1,00;8,96;11,78;7,44;1,42;1,44;8;0,29;0,22;6;60,33;1;66;44,36;33,23
7828;masculino;22;6,88;4,12;2,40;0,24;5,50;5,72;14;0,19;0,42;12;87,31;3;49;72,82;57,45
7829;femenino;19;9,41;6,30;3,64;7,53;1,31;1,89;11;0,11;0,90;14;48,68;8;61;55,08;64,48
7830;femenino;24;2,63;5,08;9,42;6,00;2,81;4,70;7;0,35;1,38;17;52,76;1;68;46,67;33,04
7831;femenino;23;1,39;9,74;2,29;2,62;0,10;5,02;7;0,15;1,28;2;51,19;7;80;98,34;48,96
7832;masculino;19;2,53;3,59;9,90;5,02;0,73;0,49;5;0,44;1,67;11;95,55;7;98;61,17;37,98
7833;femenino;25;2,52;4,72;8,25;4,50;0,97;0,83;14;0,42;1,70;0;41,93;9;54;61,39;18,57
7834;masculino;28;3,28;6,15;9,76;7,28;4,97;2,28;2;0,28;1,95;13;46,59;2;61;60,62;33,84
7835;femenino;18;1,40;4,73;6,98;3,30;3,74;1,74;8;0,49;1,80;18;99,27;3;51;55,27;30,61
7836;masculino;19;2,74;7,95;11,82;0,80;0,24;5,88;10;0,15;0,88;14;83,17;4;33;96,68;27,73
7837;femenino;18;9,25;5,60;7,32;0,55;1,08;0,44;8;0,25;0,48;3;82,58;6;74;75,84;67,79
7838;femenino;29;8,96;8,47;5,05;3,31;5,21;5,75;6;0,44;0,70;3;57,01;5;79;60,09;76,52
7839;femenino;17;3,50;6,86;11,61;7,89;1,84;2,16;8;0,42;0,98;17;78,03;2;50;55,67;35,24
7840;femenino;20;9,97;5,99;1,35;4,95;1,25;2,88;11;0,03;1,85;2;67,67;2;43;76,33;73,49
7841;femenino;21;3,33;5,55;6,42;5,93;4,78;3,76;3;0,13;0,50;6;59,35;10;41;60,66;24,80
7842;femenino;29;7,36;4,55;7,77;7,70;2,38;3,71;9;0,26;0,90;8;44,22;2;44;59,08;44,47
7843;masculino;22;6,62;4,77;4,47;5,31;2,90;2,04;9;0,09;1,17;4;99,76;10;73;44,51;56,96
7844;masculino;21;1,11;4,23;1,56;4,82;4,23;2,79;3;0,29;0,78;18;44,39;10;93;95,48;33,94
7845;femenino;17;3,75;8,96;5,22;1,51;5,45;1,66;12;0,02;0,05;12;71,03;2;82;46,35;61,55
7846;femenino;19;9,54;6,84;9,82;2,32;4,19;1,53;3;0,25;0,37;5;70,62;2;84;95,40;73,96
7847;femenino;17;0,98;6,38;7,07;7,04;2,36;0,49;11;0,23;1,58;18;83,78;8;64;54,93;29,41
7848;otro;27;2,16;5,26;9,22;4,06;5,79;2,54;10;0,49;1,12;1;50,77;2;64;60,63;29,13
7849;otro;21;9,72;6,62;8,75;6,91;3,29;2,11;12;0,47;1,43;19;92,46;8;78;63,75;71,00
7850;femenino;21;0,88;9,18;3,80;0,13;5,41;1,40;10;0,34;1,88;19;87,20;10;32;77,03;29,86
7851;femenino;28;4,74;8,99;3,42;4,05;5,33;0,78;12;0,36;1,60;5;74,90;4;66;59,39;62,11
7852;otro;27;9,22;7,19;9,60;2,52;3,07;0,61;14;0,22;1,05;1;76,61;7;45;67,09;56,83
7853;femenino;29;9,46;6,71;2,46;2,24;1,25;2,16;6;0,03;1,10;3;60,75;2;81;41,01;82,61
7854;femenino;22;9,80;4,58;7,00;6,89;2,23;2,95;3;0,20;1,60;14;45,11;1;93;45,81;73,42
7855;femenino;24;5,07;7,85;11,50;6,71;1,05;4,23;13;0,45;1,30;5;53,17;5;96;85,59;52,50
7856;masculino;26;1,32;8,97;6,54;7,17;0,95;4,15;6;0,32;1,95;7;83,84;5;73;58,07;44,88
7857;femenino;28;7,84;5,14;9,78;3,44;5,37;0,46;8;0,31;0,98;16;41,58;1;30;52,16;41,00
7858;masculino;17;7,24;6,05;3,45;7,69;0,84;0,35;2;0,17;1,63;8;47,78;3;63;97,75;60,64
7859;masculino;20;6,01;3,75;1,17;2,57;5,85;4,54;6;0,11;0,73;1;92,22;7;66;49,92;56,67
7860;femenino;26;8,94;9,01;4,50;7,91;1,67;4,80;3;0,08;1,50;3;89,33;9;45;55,21;68,69
7861;femenino;27;9,16;3,68;7,11;6,06;2,75;2,60;14;0,22;1,73;6;87,68;2;66;58,90;65,12
7862;masculino;17;6,99;7,93;7,86;5,23;1,11;1,82;1;0,18;0,25;12;72,51;2;33;64,01;52,87
7863;masculino;25;1,56;4,31;6,67;7,13;2,24;0,92;4;0,03;0,00;0;88,78;5;76;82,08;34,90
7864;otro;27;1,41;8,14;5,48;5,05;3,59;1,27;5;0,13;0,82;3;73,09;8;52;56,24;32,97
7865;femenino;23;4,38;7,50;11,83;3,36;5,50;2,36;3;0,35;0,18;10;66,29;2;56;95,17;40,45
7866;masculino;23;3,28;7,83;8,42;2,89;5,65;5,80;10;0,24;0,28;18;98,27;5;38;97,86;38,23
7867;otro;28;1,76;7,45;11,47;1,13;0,32;3,55;12;0,40;0,67;3;98,81;4;56;45,68;32,70
7868;masculino;21;6,31;5,78;2,53;3,85;3,19;3,10;1;0,14;0,60;10;53,20;10;96;70,75;61,39
7869;femenino;23;6,99;7,34;11,99;6,32;0,82;2,67;1;0,32;0,82;18;56,57;5;86;59,74;55,93
7870;femenino;28;7,13;4,64;8,58;1,10;0,87;0,03;8;0,49;1,97;18;56,83;1;81;59,52;57,51
7871;femenino;18;2,17;4,92;11,68;7,42;4,93;1,08;1;0,00;1,40;6;41,19;7;31;72,20;6,64
7872;femenino;29;3,41;3,46;7,47;1,76;1,96;3,76;6;0,46;0,37;0;79,86;3;78;74,97;40,66
7873;masculino;20;2,39;7,29;2,27;7,69;5,91;3,61;5;0,07;1,63;16;84,57;7;80;48,58;52,10
7874;femenino;23;6,21;8,89;4,50;3,65;4,79;3,50;9;0,36;0,92;15;47,29;3;76;77,75;66,29
7875;masculino;19;5,89;5,65;1,11;1,11;3,28;1,39;11;0,29;1,82;17;93,94;4;66;71,35;64,89
7876;femenino;18;5,28;4,46;2,24;0,90;0,21;1,77;2;0,47;1,25;6;49,77;4;43;85,34;42,62
7877;femenino;26;3,31;8,77;11,98;5,30;0,43;3,34;1;0,42;1,75;5;78,36;2;83;51,09;49,71
7878;masculino;18;2,75;7,51;11,03;6,49;3,63;0,98;6;0,32;1,10;3;89,05;6;57;47,18;34,43
7879;masculino;29;8,96;9,25;10,87;0,46;5,04;1,51;7;0,09;1,12;6;69,11;3;67;63,75;69,43
7880;masculino;17;0,96;3,04;0,52;7,33;3,10;4,83;14;0,35;1,68;16;52,32;8;36;74,97;16,75
7881;femenino;21;6,74;5,81;5,68;0,31;5,23;1,51;1;0,31;0,03;16;43,28;6;54;54,57;47,35
7882;femenino;28;0,69;9,31;9,49;4,36;2,41;3,69;11;0,40;0,98;5;74,33;1;39;42,13;30,07
7883;masculino;22;2,34;7,73;3,11;4,12;5,52;3,62;8;0,42;1,00;14;63,47;2;87;70,64;55,96
7884;otro;22;3,25;6,28;5,33;6,44;5,34;5,71;9;0,22;0,88;18;45,67;6;33;58,27;27,70
7885;masculino;25;8,92;5,90;2,86;4,66;3,77;3,25;7;0,33;0,22;13;91,46;8;36;54,49;61,38
7886;femenino;20;1,81;9,27;8,47;2,70;5,39;2,78;9;0,29;1,08;8;42,06;1;34;87,72;29,61
7887;femenino;17;9,41;8,82;8,60;4,64;3,22;2,01;3;0,03;1,47;0;86,68;1;38;95,83;69,51
7888;masculino;22;8,25;3,09;3,75;7,61;0,62;1,22;10;0,31;1,42;19;86,11;3;67;73,34;64,03
7889;masculino;21;6,95;3,85;5,99;0,98;4,44;1,70;10;0,18;1,53;2;40,19;10;48;47,90;35,70
7890;femenino;26;4,41;6,59;5,69;5,25;3,86;5,76;10;0,46;1,07;8;48,71;9;81;42,87;45,76
7891;femenino;22;9,10;3,80;9,45;1,35;4,08;5,77;3;0,05;1,72;8;81,26;7;50;73,82;49,78
7892;masculino;19;5,52;4,92;8,26;1,64;0,25;1,11;5;0,38;1,43;16;67,01;4;66;51,57;45,39
7893;masculino;18;4,03;8,84;1,28;7,78;0,61;0,37;2;0,00;0,67;19;75,27;10;53;50,05;51,48
7894;femenino;22;6,06;5,70;2,24;6,61;5,99;1,78;8;0,48;1,60;8;56,65;3;43;70,06;51,52
7895;masculino;29;2,71;6,16;10,16;7,29;4,60;4,60;9;0,49;0,67;12;54,82;6;72;80,44;31,34
7896;femenino;17;3,09;4,22;11,60;1,22;2,81;2,30;11;0,37;1,67;13;73,88;4;89;59,41;36,16
7897;masculino;23;9,23;7,22;7,82;3,30;4,02;1,79;8;0,46;0,37;16;58,84;6;99;72,95;75,52
7898;femenino;23;8,04;3,84;4,69;6,14;5,00;2,23;10;0,15;1,25;13;40,50;8;54;67,20;46,64
7899;masculino;26;5,38;7,41;3,04;5,19;5,46;1,30;5;0,19;0,77;19;55,14;1;57;67,88;58,35
7900;femenino;29;4,46;8,23;9,05;1,21;5,15;3,77;5;0,05;1,90;16;54,38;5;99;73,74;56,02
7901;femenino;23;8,17;9,12;7,84;3,51;3,26;3,51;11;0,49;0,50;5;55,79;2;66;42,28;69,18
7902;femenino;28;5,92;7,08;10,95;1,94;5,46;2,11;9;0,07;1,70;14;82,89;3;80;64,60;56,77
7903;masculino;27;4,44;5,32;10,89;2,70;4,74;2,88;3;0,19;0,42;1;44,09;5;60;96,00;30,82
7904;femenino;26;5,40;8,96;4,03;7,30;0,45;0,02;11;0,26;0,32;2;42,43;7;50;63,92;50,22
7905;masculino;17;2,71;7,18;9,73;1,97;0,62;3,17;11;0,36;0,20;16;66,41;5;36;48,93;26,09
7906;masculino;20;2,42;5,51;3,42;3,01;4,40;5,01;4;0,01;0,48;19;62,92;10;58;51,72;31,71
7907;femenino;29;9,90;5,26;9,49;4,14;5,11;0,83;14;0,48;0,57;2;87,42;3;80;66,96;72,13
7908;femenino;23;9,71;5,24;2,43;0,57;2,66;5,63;2;0,40;1,60;9;90,27;5;64;90,33;75,81
7909;masculino;27;4,50;3,39;4,50;7,11;4,59;3,14;3;0,09;1,67;6;67,92;10;95;67,94;46,00
7910;otro;25;5,39;3,71;1,49;3,71;4,48;5,06;6;0,40;0,77;8;52,53;10;57;91,86;40,79
7911;femenino;21;8,36;3,63;3,90;2,88;2,84;1,75;4;0,44;1,00;12;57,58;8;62;55,12;54,08
7912;femenino;29;7,40;5,19;4,16;3,82;2,43;3,79;8;0,02;1,23;13;86,02;6;33;40,65;51,10
7913;femenino;18;1,45;6,32;8,19;5,40;0,45;1,68;5;0,50;1,58;17;46,49;6;79;94,88;30,44
7914;femenino;23;4,06;4,03;8,73;4,89;5,88;4,89;13;0,02;1,60;4;69,44;4;93;72,74;45,06
7915;femenino;26;2,88;8,80;7,26;4,62;1,23;5,51;11;0,43;1,57;10;94,63;10;85;40,07;50,22
7916;femenino;17;9,93;3,46;9,36;2,44;0,90;5,53;6;0,30;0,58;3;51,98;6;74;52,92;56,70
7917;femenino;23;7,61;9,62;5,69;3,48;0,49;4,73;2;0,45;1,33;6;40,32;2;41;72,10;60,99
7918;masculino;22;0,95;3,52;7,72;5,58;3,06;5,73;7;0,47;1,43;3;69,18;7;95;73,88;29,26
7919;femenino;23;9,05;9,26;4,63;6,99;0,41;4,84;12;0,29;0,22;15;60,19;5;90;92,24;83,79
7920;femenino;29;9,32;4,82;6,50;1,09;5,27;5,34;14;0,09;0,83;0;82,92;5;37;67,06;56,48
7921;femenino;26;3,67;9,91;2,12;6,72;1,21;1,95;7;0,03;1,78;15;90,27;1;79;63,08;72,01
7922;masculino;19;6,60;6,65;7,53;6,37;5,50;3,92;10;0,01;0,42;7;54,32;6;94;55,15;60,75
7923;masculino;19;6,98;3,13;2,86;5,94;5,15;1,16;6;0,11;0,57;6;58,70;5;50;71,43;48,00
7924;masculino;23;7,43;4,98;5,80;3,71;0,24;1,88;9;0,00;0,88;12;41,56;6;81;49,03;56,35
7925;masculino;29;7,09;9,58;8,15;4,51;3,45;3,41;3;0,36;1,20;15;76,71;4;52;94,21;61,95
7926;femenino;18;5,82;5,10;5,42;3,83;1,09;2,74;12;0,37;1,08;10;73,85;6;73;54,90;52,98
7927;masculino;17;9,56;5,52;3,07;4,09;0,82;5,36;2;0,18;1,30;13;69,30;1;44;57,38;69,33
7928;masculino;25;5,37;3,31;8,16;4,93;3,09;1,17;13;0,29;1,58;6;54,31;10;86;67,94;38,50
7929;femenino;25;1,55;4,77;10,30;3,94;1,15;3,85;11;0,09;1,23;13;75,58;6;69;45,65;24,74
7930;femenino;23;1,26;4,82;6,25;4,45;2,71;2,31;2;0,32;1,07;17;76,96;1;45;91,92;28,03
7931;masculino;23;0,67;8,01;6,91;5,30;0,32;1,80;3;0,36;0,95;14;89,59;9;67;90,34;33,56
7932;masculino;19;4,57;6,54;4,99;2,17;2,82;0,63;11;0,04;1,20;6;60,94;2;82;91,51;57,30
7933;femenino;26;3,10;4,13;7,21;5,72;1,02;4,25;8;0,10;0,50;2;90,75;8;69;78,85;35,01
7934;masculino;18;9,00;8,57;6,20;7,76;0,70;2,55;11;0,37;1,33;11;87,12;7;93;54,74;82,35
7935;femenino;27;8,74;7,28;9,09;1,57;0,50;5,03;12;0,36;1,22;10;89,83;9;51;80,28;57,75
7936;masculino;23;8,46;4,88;3,26;7,35;3,83;4,64;9;0,38;1,52;5;49,48;10;68;58,63;57,40
7937;femenino;25;8,74;4,57;6,09;3,39;0,39;2,62;8;0,41;1,72;13;51,03;7;33;73,01;45,35
7938;masculino;17;3,33;9,47;4,14;7,33;3,49;1,54;5;0,10;1,57;0;90,23;8;87;79,55;61,12
7939;femenino;29;4,55;7,46;1,59;3,35;0,47;4,76;5;0,23;0,05;11;73,87;1;32;86,68;52,19
7940;masculino;20;3,46;8,65;4,94;5,71;2,95;0,55;6;0,04;0,40;8;78,33;5;86;98,62;59,16
7941;masculino;22;1,32;4,58;11,46;4,46;1,38;2,50;2;0,24;0,23;4;69,17;1;94;48,20;33,81
7942;masculino;23;9,28;7,12;5,80;6,00;0,85;4,69;1;0,46;1,08;1;82,57;2;48;61,35;70,38
7943;femenino;26;6,35;3,37;6,77;5,61;5,76;1,00;1;0,39;1,77;7;74,21;8;38;98,93;34,98
7944;femenino;23;1,76;7,16;9,04;7,67;2,09;3,08;13;0,32;1,00;12;46,08;9;55;87,64;21,59
7945;masculino;26;2,46;4,43;11,83;2,31;1,94;4,70;13;0,20;1,83;18;56,54;2;35;45,15;15,51
7946;masculino;18;4,78;7,68;5,24;7,44;5,83;0,14;11;0,29;0,10;7;95,22;4;78;93,57;62,98
7947;femenino;20;0,99;9,52;6,45;2,02;4,53;4,47;1;0,12;1,90;0;66,85;2;96;45,67;53,02
7948;femenino;21;3,08;6,21;11,64;6,29;3,58;1,59;3;0,14;0,10;1;51,92;4;99;47,16;41,10
7949;femenino;28;7,18;5,14;5,43;3,92;1,18;4,56;2;0,25;0,85;16;61,92;7;79;66,45;57,87
7950;femenino;17;9,24;3,86;9,59;0,58;3,75;2,51;1;0,05;0,28;10;56,92;9;36;55,46;39,69
7951;masculino;17;9,32;7,69;5,60;0,28;4,76;0,14;5;0,37;1,72;5;78,48;10;34;77,23;58,59
7952;masculino;26;5,44;7,09;3,12;4,16;5,19;3,39;11;0,28;1,32;2;73,20;1;46;76,15;56,98
7953;masculino;19;3,47;6,81;11,27;0,28;5,20;3,83;5;0,48;1,43;15;46,71;6;85;94,80;37,47
7954;femenino;26;9,25;9,55;8,69;7,57;0,56;1,03;3;0,10;0,92;9;93,17;4;69;82,60;78,49
7955;masculino;19;7,97;9,85;10,43;1,32;1,68;3,06;6;0,00;0,85;4;60,89;2;72;44,60;68,86
7956;masculino;28;6,08;8,02;1,83;3,88;2,89;4,59;7;0,18;0,00;13;82,24;1;62;66,37;70,98
7957;masculino;24;8,43;4,37;8,61;3,02;2,85;0,39;2;0,40;1,63;16;67,09;4;37;76,03;46,52
7958;femenino;25;4,86;9,63;7,86;4,20;2,92;5,14;11;0,46;1,92;14;98,40;10;31;41,16;43,17
7959;masculino;27;1,57;5,41;6,07;1,67;5,63;2,11;9;0,44;1,98;17;78,78;8;43;71,96;23,35
7960;masculino;28;9,41;3,55;2,13;6,93;2,39;5,80;2;0,22;0,07;12;98,18;5;47;95,60;66,22
7961;femenino;17;5,57;4,69;5,27;0,10;4,89;4,94;3;0,22;0,90;13;88,01;2;88;84,71;62,50
7962;masculino;27;7,11;8,81;7,60;4,57;2,86;4,55;14;0,17;0,32;18;75,23;9;79;58,24;63,96
7963;masculino;18;4,23;4,43;8,29;2,78;2,61;0,95;7;0,35;0,40;6;77,91;6;79;81,05;42,26
7964;femenino;26;1,79;5,77;1,85;1,71;5,66;3,01;10;0,25;1,45;6;81,82;10;80;70,31;42,41
7965;femenino;18;3,08;4,91;5,60;1,71;1,79;2,05;14;0,11;1,50;8;80,15;2;33;88,64;32,74
7966;femenino;20;0,91;3,33;5,39;1,47;1,80;4,78;12;0,29;1,30;5;44,92;8;39;66,15;9,21
7967;masculino;18;1,33;6,93;9,54;4,82;5,06;1,99;1;0,01;1,23;19;77,06;6;74;58,75;32,71
7968;femenino;23;2,45;7,40;0,97;7,13;2,68;4,09;7;0,17;1,62;13;57,74;3;33;93,97;39,52
7969;femenino;29;5,83;8,54;9,53;3,18;3,66;2,69;4;0,29;1,57;7;61,69;7;45;83,59;43,54
7970;masculino;25;9,93;5,90;9,51;1,32;0,40;4,60;5;0,10;1,15;0;44,69;3;44;47,17;55,39
7971;femenino;23;8,52;3,99;8,52;0,42;3,14;0,98;12;0,45;0,90;15;85,70;10;84;97,70;57,78
7972;femenino;28;1,32;7,57;10,85;6,55;3,27;1,84;13;0,02;1,33;14;57,99;10;57;49,98;19,37
7973;femenino;22;8,50;9,23;5,85;1,78;3,76;0,84;12;0,36;1,22;13;63,56;3;64;95,39;73,65
7974;femenino;26;5,59;3,84;1,61;5,88;0,51;3,44;12;0,26;1,77;15;79,39;1;59;43,32;56,51
7975;femenino;17;6,77;4,28;4,31;4,24;5,17;2,17;6;0,31;1,32;5;98,91;7;84;60,51;63,20
7976;femenino;27;1,73;5,30;7,53;5,09;2,52;4,71;11;0,13;1,85;3;42,61;3;39;84,19;19,62
7977;femenino;26;4,26;7,55;4,21;4,61;1,78;1,67;2;0,45;1,78;15;43,14;7;93;86,45;55,24
7978;masculino;25;8,90;6,67;7,78;7,62;3,46;3,63;5;0,29;0,92;3;59,48;4;92;47,68;72,67
7979;femenino;21;4,54;7,99;1,00;0,82;3,26;3,24;4;0,44;0,72;9;85,43;10;90;60,09;65,47
7980;masculino;27;1,71;3,22;1,31;5,27;1,12;4,28;13;0,06;1,13;16;93,58;3;46;67,37;34,51
7981;masculino;21;3,46;8,67;0,62;0,92;1,83;4,38;5;0,46;0,35;10;46,29;9;54;50,62;46,34
7982;femenino;22;2,60;9,91;11,72;1,55;4,15;5,47;6;0,42;1,73;19;60,36;2;73;73,46;43,99
7983;femenino;25;7,03;3,33;3,51;5,39;1,27;3,54;12;0,30;0,97;6;60,12;4;72;72,91;56,13
7984;masculino;29;9,15;6,47;9,65;4,95;2,83;4,24;1;0,24;1,75;10;54,95;1;61;61,89;62,65
7985;masculino;24;7,47;8,18;10,70;3,89;5,24;5,79;14;0,13;0,25;1;82,79;2;36;99,67;53,65
7986;masculino;24;8,51;6,33;2,31;6,19;0,15;4,28;1;0,07;1,17;18;70,96;2;43;79,24;67,08
7987;femenino;24;8,16;7,15;2,79;5,54;5,03;5,93;14;0,04;0,90;5;41,91;3;71;54,24;70,29
7988;masculino;17;0,64;9,45;4,90;0,47;5,19;3,51;9;0,16;0,38;10;42,73;2;70;97,50;41,51
7989;femenino;17;1,68;6,78;6,30;5,24;4,32;5,92;14;0,24;0,30;5;68,05;3;55;66,11;34,69
7990;femenino;24;4,52;4,66;6,65;3,10;3,62;1,09;1;0,30;1,27;9;56,19;6;82;71,11;44,25
